species,decimalLatitude,decimalLongitude,geometry,index_right,latitude,longitude,temp,precip,nitrogen,dist_km
Apis mellifera,51.421786,11.935281,POINT (11.935281 51.421786),3,51.4,11.9,4.584967825995968,1.4000924039465457,50.0,0.041465392280791304
Apis mellifera,51.467979,11.987911,POINT (11.987911 51.467979),3,51.4,11.9,4.584967825995968,1.4000924039465457,50.0,0.11112825186243219
Apis mellifera,51.472698,11.991118,POINT (11.991118 51.472698),3,51.4,11.9,4.584967825995968,1.4000924039465457,50.0,0.11656538563398802
Apis mellifera,51.473701,11.956834,POINT (11.956834 51.473701),3,51.4,11.9,4.584967825995968,1.4000924039465457,50.0,0.09306954903189335
Apis mellifera,51.464088,11.918922,POINT (11.918922 51.464088),3,51.4,11.9,4.584967825995968,1.4000924039465457,50.0,0.06682300373374246
Apis mellifera,51.473701,11.956834,POINT (11.956834 51.473701),3,51.4,11.9,4.584967825995968,1.4000924039465457,50.0,0.09306954903189335
Apis mellifera,51.293385,11.808966,POINT (11.808966 51.293385),0,51.3,11.8,4.437247004489247,1.320091878885887,50.0,0.011142144362730996
Apis mellifera,51.29408,11.937833,POINT (11.937833 51.29408),1,51.3,11.9,4.547798075087366,1.3516606514452016,50.0,0.0382933713454416
Apis mellifera,51.498936,11.976659,POINT (11.976659 51.498936),3,51.4,11.9,4.584967825995968,1.4000924039465457,50.0,0.12515963557393525
Apis mellifera,51.300005,11.814159,POINT (11.814159 51.300005),0,51.3,11.8,4.437247004489247,1.320091878885887,50.0,0.014159000882830048
